"hostname","phase","description","last_modified","modified_by","installed","updated","serialnumber","location","hardware","ansible_group"
"cn1913","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1914","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1915","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1916","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1917","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1918","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1919","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1920","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1921","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1922","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1923","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1924","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1925","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1926","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1927","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1928","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1929","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1930","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1931","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1932","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1933","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1934","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1935","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1936","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1937","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1938","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1939","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1940","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1941","phase2","","2017-07-17 14:13:37","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1942","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1943","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1944","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1945","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1946","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1947","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1948","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1949","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1950","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1951","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1952","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1953","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1954","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1955","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1956","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1957","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1958","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1959","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1960","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1961","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1962","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1963","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1964","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1965","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1966","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1967","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1968","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1969","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1970","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1971","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1972","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1973","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1974","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1975","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1976","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1977","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1978","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1979","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1980","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1981","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1982","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1983","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1984","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1985","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1986","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1987","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1988","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1989","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1990","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1991","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1992","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1993","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1994","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1995","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1996","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1997","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1998","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1999","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2000","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2001","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2002","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2003","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2004","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2005","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2006","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2007","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2008","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2009","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2010","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2011","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2012","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2013","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2014","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2015","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2016","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2017","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2018","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2019","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2020","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2021","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2022","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2023","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2024","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2025","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2026","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2027","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2028","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2029","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2030","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2031","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2032","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2033","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2034","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2035","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2036","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2037","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2038","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2039","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2040","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2041","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2042","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2043","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2044","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2045","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2046","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2047","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2048","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2049","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2050","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2051","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2052","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2053","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2054","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2055","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2056","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2057","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2058","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2059","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2060","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2061","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2062","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2063","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2064","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2065","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2066","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2067","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2068","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2069","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2070","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2071","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2072","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2073","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn2074","phase2","","2017-07-17 14:13:38","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
